"age" "education" "married" "black" "hispanic" "re74" "re75" "nodegree" "NoIncome74" "NoIncome75"
45 17 1 0 0 13714.8681640625 23095.16015625 0 0 0
23 16 0 0 0 13714.8681640625 25601.61328125 0 0 0
26 17 1 0 0 13714.8681640625 29540.322265625 0 0 0
27 14 0 1 0 13812.8310546875 17036.7109375 0 0 0
21 14 1 0 0 13832.423828125 8777.951171875 0 0 0
20 12 1 0 0 13902.95703125 14322.5810546875 0 0 0
29 12 1 0 0 13910.7939453125 7161.29052734375 0 0 0
22 12 1 0 1 13910.7939453125 8611.451171875 0 0 0
24 12 0 0 0 13910.7939453125 13427.4189453125 0 0 0
27 12 1 0 0 13910.7939453125 14859.6767578125 0 0 0
23 12 1 0 0 14063.6171875 11100 0 0 0
24 16 1 0 0 14067.5361328125 24706.451171875 0 0 0
23 16 0 0 0 14106.720703125 6266.12890625 0 0 0
33 14 1 0 0 14106.720703125 14322.5810546875 0 0 0
21 12 0 0 0 14106.720703125 17903.2265625 0 0 0
23 12 1 0 0 14106.720703125 23453.2265625 0 0 0
20 12 1 1 0 14322.240234375 17903.2265625 0 0 0
24 12 1 0 0 14373.1806640625 19693.548828125 0 0 0
29 12 1 1 0 14392.7744140625 15396.7744140625 0 0 0
34 12 1 0 0 14498.57421875 14322.5810546875 0 0 0
44 12 1 0 0 14498.57421875 14424.62890625 0 0 0
23 12 1 0 0 14498.57421875 19335.484375 0 0 0
26 14 1 1 0 14506.4111328125 17187.09765625 0 0 0
51 12 1 0 0 14533.8408203125 19245.96875 0 0 0
41 12 1 0 0 14684.705078125 23274.193359375 0 0 0
37 13 1 0 0 14694.5009765625 8951.61328125 0 0 0
26 16 1 0 0 14694.5009765625 11637.0966796875 0 0 0
24 12 1 1 0 14694.5009765625 11816.12890625 0 0 0
22 14 1 1 0 14694.5009765625 12532.2578125 0 0 0
27 12 1 1 0 14694.5009765625 13427.4189453125 0 0 0
23 13 1 0 0 14694.5009765625 14322.5810546875 0 0 0
27 12 1 0 0 14694.5009765625 14322.5810546875 0 0 0
28 12 1 1 0 14694.5009765625 14859.6767578125 0 0 0
21 12 1 0 0 14694.5009765625 15217.7421875 0 0 0
28 12 1 0 0 14694.5009765625 15933.87109375 0 0 0
22 13 1 0 0 14694.5009765625 16112.9033203125 0 0 0
20 12 1 0 0 14694.5009765625 16112.9033203125 0 0 0
24 16 1 0 0 14694.5009765625 16470.96875 0 0 0
22 12 1 0 0 14694.5009765625 16829.03125 0 0 0
27 12 1 0 1 14694.5009765625 16829.03125 0 0 0
35 12 1 1 0 14694.5009765625 17187.09765625 0 0 0
23 16 1 0 0 14694.5009765625 19693.548828125 0 0 0
22 16 1 0 0 14694.5009765625 19693.548828125 0 0 0
23 16 1 0 0 14694.5009765625 23274.193359375 0 0 0
20 12 1 0 0 14694.5009765625 26854.83984375 0 0 0
22 12 1 1 0 14790.5048828125 14680.64453125 0 0 0
24 12 1 0 0 14890.427734375 719.709655761719 0 0 0
26 12 1 0 0 14890.427734375 10741.9345703125 0 0 0
42 12 1 1 0 14988.390625 11185.9345703125 0 0 0
28 15 1 0 0 15082.435546875 18619.35546875 0 0 0
24 13 1 0 0 15282.28125 14322.5810546875 0 0 0
50 12 1 0 0 15282.28125 14322.5810546875 0 0 0
50 12 1 0 0 15282.28125 14322.5810546875 0 0 0
28 13 1 0 0 15282.28125 14322.5810546875 0 0 0
25 12 1 0 0 15282.28125 16112.9033203125 0 0 0
31 12 0 1 0 15282.28125 17903.2265625 0 0 0
32 16 1 1 0 15282.28125 19693.548828125 0 0 0
22 12 1 0 0 15282.28125 19693.548828125 0 0 0
22 13 1 1 0 15403.755859375 14320.7900390625 0 0 0
26 12 1 1 0 15411.5927734375 8951.61328125 0 0 0
22 12 1 0 0 15478.2080078125 8951.61328125 0 0 0
29 12 0 0 0 15478.2080078125 14370.9189453125 0 0 0
53 17 1 0 0 15478.2080078125 16399.35546875 0 0 0
25 12 1 0 0 15478.2080078125 17724.193359375 0 0 0
26 12 1 1 0 15478.2080078125 18175.35546875 0 0 0
24 16 0 0 0 15587.9267578125 19505.564453125 0 0 0
27 17 0 0 0 15674.1337890625 0 0 0 1
46 12 1 0 0 15674.1337890625 734.032287597656 0 0 0
25 12 1 1 0 15674.1337890625 3738.19360351562 0 0 0
21 13 0 0 0 15674.1337890625 4946.6611328125 0 0 0
37 12 1 0 0 15674.1337890625 8951.61328125 0 0 0
37 12 1 0 0 15674.1337890625 8951.61328125 0 0 0
28 15 1 1 0 15674.1337890625 9452.9033203125 0 0 0
22 12 0 0 0 15674.1337890625 10741.9345703125 0 0 0
22 12 0 0 0 15674.1337890625 11637.0966796875 0 0 0
27 12 1 0 0 15674.1337890625 12532.2578125 0 0 0
21 13 1 1 0 15674.1337890625 12532.2578125 0 0 0
49 16 1 0 0 15674.1337890625 12890.3232421875 0 0 0
26 12 1 0 0 15674.1337890625 13427.4189453125 0 0 0
33 14 1 0 0 15674.1337890625 13427.4189453125 0 0 0
28 15 1 0 0 15674.1337890625 13785.484375 0 0 0
29 17 1 0 0 15674.1337890625 14143.5478515625 0 0 0
54 16 1 1 0 15674.1337890625 14322.5810546875 0 0 0
25 14 1 0 1 15674.1337890625 14322.5810546875 0 0 0
32 12 1 0 0 15674.1337890625 14322.5810546875 0 0 0
40 12 1 0 0 15674.1337890625 14322.5810546875 0 0 0
40 12 1 0 0 15674.1337890625 14322.5810546875 0 0 0
27 16 1 0 0 15674.1337890625 14322.5810546875 0 0 0
24 12 1 0 0 15674.1337890625 14680.64453125 0 0 0
43 12 1 0 0 15674.1337890625 14680.64453125 0 0 0
25 16 1 0 0 15674.1337890625 15217.7421875 0 0 0
26 12 1 1 0 15674.1337890625 15217.7421875 0 0 0
34 12 1 1 0 15674.1337890625 15754.8388671875 0 0 0
21 13 1 0 0 15674.1337890625 15933.87109375 0 0 0
21 12 1 1 0 15674.1337890625 16112.9033203125 0 0 0
23 12 1 1 0 15674.1337890625 16202.4189453125 0 0 0
26 12 1 0 0 15674.1337890625 16470.96875 0 0 0
28 14 1 0 0 15674.1337890625 16757.419921875 0 0 0
26 17 1 0 0 15674.1337890625 16829.03125 0 0 0
20 14 0 0 0 15674.1337890625 17008.064453125 0 0 0
26 12 1 1 0 15674.1337890625 17983.7890625 0 0 0
21 12 1 1 0 15674.1337890625 19693.548828125 0 0 0
41 12 1 0 0 15674.1337890625 19693.548828125 0 0 0
28 16 1 0 0 15674.1337890625 19693.548828125 0 0 0
23 16 0 0 0 15674.1337890625 21483.87109375 0 0 0
22 12 1 0 0 15674.1337890625 22916.12890625 0 0 0
27 14 0 0 1 15674.1337890625 23274.193359375 0 0 0
26 16 1 0 0 15674.1337890625 23274.193359375 0 0 0
54 12 1 0 0 15674.1337890625 25064.515625 0 0 0
54 12 1 0 0 15674.1337890625 25064.515625 0 0 0
54 12 0 1 0 15674.1337890625 25064.515625 0 0 0
37 16 0 0 0 15674.1337890625 26854.83984375 0 0 0
32 13 1 0 0 15674.1337890625 30435.484375 0 0 0
29 12 1 0 0 15678.052734375 17487.87109375 0 0 0
22 13 1 0 0 15870.060546875 15826.4521484375 0 0 0
23 12 1 1 0 15870.060546875 30435.484375 0 0 0
36 12 1 0 0 15873.98046875 12727.4033203125 0 0 0
21 13 1 0 0 15960.1865234375 21483.87109375 0 0 0
21 12 1 0 0 15987.6171875 16291.9345703125 0 0 0
26 12 1 1 0 15987.6171875 17903.2265625 0 0 0
28 12 1 1 0 15987.6171875 19693.548828125 0 0 0
43 12 1 0 0 15989.576171875 14322.5810546875 0 0 0
27 12 1 1 0 16011.1279296875 16112.9033203125 0 0 0
36 17 0 0 0 16015.046875 30793.548828125 0 0 0
23 12 1 0 0 16065.98828125 4833.87109375 0 0 0
31 12 1 0 0 16065.98828125 15038.7099609375 0 0 0
25 14 1 0 0 16065.98828125 15217.7421875 0 0 0
35 12 1 1 0 16065.98828125 16086.0478515625 0 0 0
23 16 1 0 0 16065.98828125 16829.03125 0 0 0
21 12 1 0 0 16065.98828125 20588.7109375 0 0 0
22 12 0 0 0 16230.56640625 9846.7744140625 0 0 0
36 12 1 1 0 16261.9140625 21304.83984375 0 0 0
21 12 1 0 0 16306.9775390625 18529.83984375 0 0 0
28 12 1 0 0 16393.185546875 13298.515625 0 0 0
24 12 1 0 1 16457.841796875 8951.61328125 0 0 0
30 12 0 0 0 16457.841796875 14680.64453125 0 0 0
44 12 1 0 0 16457.841796875 16112.9033203125 0 0 0
30 12 1 0 0 16457.841796875 16650 0 0 0
34 12 1 0 0 16457.841796875 16829.03125 0 0 0
26 16 1 0 0 16457.841796875 21483.87109375 0 0 0
23 16 1 0 0 16457.841796875 21483.87109375 0 0 0
20 12 0 0 0 16497.025390625 19604.03125 0 0 0
26 13 0 0 0 16653.767578125 3580.64526367188 0 0 0
21 12 1 1 0 16653.767578125 9846.7744140625 0 0 0
25 12 1 0 0 16653.767578125 12181.35546875 0 0 0
23 15 1 0 0 16653.767578125 13427.4189453125 0 0 0
25 12 0 1 0 16653.767578125 14859.6767578125 0 0 0
28 16 1 0 0 16653.767578125 15396.7744140625 0 0 0
38 14 1 0 0 16653.767578125 16112.9033203125 0 0 0
29 17 1 0 0 16653.767578125 16112.9033203125 0 0 0
24 17 1 0 0 16653.767578125 16650 0 0 0
25 16 1 1 0 16653.767578125 17008.064453125 0 0 0
55 12 1 0 0 16653.767578125 17545.16015625 0 0 0
30 14 1 0 0 16653.767578125 17545.16015625 0 0 0
21 12 0 0 0 16653.767578125 17903.2265625 0 0 0
26 12 1 0 0 16653.767578125 17903.2265625 0 0 0
34 12 1 0 0 16653.767578125 19532.419921875 0 0 0
22 12 1 0 0 16653.767578125 19693.548828125 0 0 0
22 16 0 0 0 16653.767578125 22737.09765625 0 0 0
27 15 0 0 0 16653.767578125 23274.193359375 0 0 0
26 12 0 0 0 16653.767578125 23274.193359375 0 0 0
26 16 1 0 0 16653.767578125 24706.451171875 0 0 0
24 14 1 1 0 16653.767578125 28466.12890625 0 0 0
26 14 0 1 0 16667.482421875 21483.87109375 0 0 0
23 12 1 1 0 16708.626953125 10491.2900390625 0 0 0
28 14 0 0 0 16849.6953125 12174.1943359375 0 0 0
21 12 1 0 0 16849.6953125 15396.7744140625 0 0 0
30 12 1 0 0 16849.6953125 17366.12890625 0 0 0
24 12 1 0 0 16849.6953125 18619.35546875 0 0 0
51 12 1 0 0 16849.6953125 19693.548828125 0 0 0
21 14 0 0 0 16849.6953125 19693.548828125 0 0 0
22 14 1 1 0 16849.6953125 21125.806640625 0 0 0
24 12 1 0 0 16884.9609375 9311.4677734375 0 0 0
23 15 1 0 0 16955.494140625 20844.7265625 0 0 0
26 14 1 0 0 17045.62109375 25064.515625 0 0 0
45 12 1 0 0 17104.3984375 16381.4521484375 0 0 0
46 13 1 0 0 17241.548828125 15754.8388671875 0 0 0
29 12 1 0 0 17241.548828125 19686.38671875 0 0 0
26 14 1 0 0 17241.548828125 20588.7109375 0 0 0
27 16 1 0 0 17241.548828125 24885.484375 0 0 0
26 14 1 0 0 17437.474609375 7161.29052734375 0 0 0
20 15 1 0 0 17437.474609375 8056.45166015625 0 0 0
23 12 1 0 0 17437.474609375 12532.2578125 0 0 0
30 16 1 0 0 17437.474609375 17867.419921875 0 0 0
24 12 1 0 0 17437.474609375 22379.03125 0 0 0
23 12 1 0 0 17633.400390625 0 0 0 1
34 12 1 0 0 17633.400390625 0 0 0 1
24 12 1 0 1 17633.400390625 4848.193359375 0 0 0
43 12 1 1 0 17633.400390625 10741.9345703125 0 0 0
28 14 1 1 0 17633.400390625 12532.2578125 0 0 0
20 12 1 0 0 17633.400390625 15217.7421875 0 0 0
23 12 1 1 0 17633.400390625 15217.7421875 0 0 0
27 14 1 1 0 17633.400390625 16112.9033203125 0 0 0
53 12 1 0 0 17633.400390625 16112.9033203125 0 0 0
28 16 1 0 0 17633.400390625 16112.9033203125 0 0 0
26 12 1 0 0 17633.400390625 16112.9033203125 0 0 0
25 15 1 0 0 17633.400390625 16112.9033203125 0 0 0
29 14 1 0 0 17633.400390625 17187.09765625 0 0 0
26 12 1 1 0 17633.400390625 17416.2578125 0 0 0
55 16 1 0 0 17633.400390625 17903.2265625 0 0 0
22 12 1 0 1 17633.400390625 17903.2265625 0 0 0
33 12 1 0 0 17633.400390625 17903.2265625 0 0 0
34 14 1 0 1 17633.400390625 17903.2265625 0 0 0
24 12 1 0 0 17633.400390625 18440.322265625 0 0 0
24 12 1 0 0 17633.400390625 18750.048828125 0 0 0
26 12 1 1 0 17633.400390625 18798.38671875 0 0 0
45 12 1 0 0 17633.400390625 18798.38671875 0 0 0
22 12 1 0 0 17633.400390625 19693.548828125 0 0 0
55 14 1 0 0 17633.400390625 19693.548828125 0 0 0
24 12 1 0 0 17633.400390625 19693.548828125 0 0 0
23 12 1 0 0 17633.400390625 21546.53125 0 0 0
24 13 0 1 0 17633.400390625 25064.515625 0 0 0
31 13 1 0 0 17633.400390625 25064.515625 0 0 0
43 12 1 0 0 17633.400390625 26854.83984375 0 0 0
43 12 1 0 0 17633.400390625 26854.83984375 0 0 0
23 12 1 1 0 17672.587890625 14322.5810546875 0 0 0
22 12 1 0 0 17703.935546875 12532.2578125 0 0 0
30 12 1 1 0 17760.75390625 17366.12890625 0 0 0
28 12 0 0 0 17829.328125 5012.9033203125 0 0 0
28 12 1 0 0 17829.328125 11100 0 0 0
21 12 0 0 0 17829.328125 12945.8232421875 0 0 0
28 13 1 0 0 17876.349609375 15396.7744140625 0 0 0
25 14 1 0 0 17939.046875 14322.5810546875 0 0 0
54 12 1 0 0 18025.255859375 18798.38671875 0 0 0
26 16 1 0 0 18025.255859375 19872.580078125 0 0 0
26 16 1 0 0 18025.255859375 23274.193359375 0 0 0
49 13 1 0 0 18221.181640625 17903.2265625 0 0 0
21 13 0 1 0 18221.181640625 21125.806640625 0 0 0
26 16 1 0 0 18221.181640625 22379.03125 0 0 0
30 12 1 1 0 18338.736328125 25422.580078125 0 0 0
21 13 1 0 0 18417.107421875 8951.61328125 0 0 0
33 12 1 0 0 18417.107421875 12890.3232421875 0 0 0
33 12 1 0 0 18417.107421875 14412.0966796875 0 0 0
40 12 1 0 0 18417.107421875 17545.16015625 0 0 0
27 16 1 0 0 18417.107421875 18798.38671875 0 0 0
21 12 1 0 0 18417.107421875 19693.548828125 0 0 0
31 12 1 0 0 18593.44140625 14814.9189453125 0 0 0
27 14 1 1 0 18613.03515625 0 0 0 1
47 17 1 0 0 18613.03515625 10025.8056640625 0 0 0
32 12 1 1 0 18613.03515625 16112.9033203125 0 0 0
28 12 0 1 0 18613.03515625 17008.064453125 0 0 0
35 14 1 0 0 18613.03515625 19693.548828125 0 0 0
26 14 1 0 0 18613.03515625 19693.548828125 0 0 0
37 12 1 0 0 18613.03515625 21483.87109375 0 0 0
23 12 0 0 0 18613.03515625 23274.193359375 0 0 0
44 12 1 1 0 18613.03515625 23632.2578125 0 0 0
44 12 1 1 0 18613.03515625 23632.2578125 0 0 0
36 12 1 1 0 18613.03515625 25064.515625 0 0 0
26 12 1 0 0 18677.689453125 18261.2890625 0 0 0
23 14 1 0 0 18722.75390625 21662.90234375 0 0 0
32 13 1 1 0 18808.9609375 14143.5478515625 0 0 0
33 12 0 0 0 18808.9609375 16028.7578125 0 0 0
37 12 1 1 0 18808.9609375 16112.9033203125 0 0 0
27 12 1 0 0 18808.9609375 17187.09765625 0 0 0
43 12 1 0 0 18808.9609375 17903.2265625 0 0 0
27 16 1 0 0 18808.9609375 17903.2265625 0 0 0
24 12 1 0 0 18808.9609375 17903.2265625 0 0 0
24 12 1 0 0 18808.9609375 18798.38671875 0 0 0
34 12 0 1 0 18848.146484375 30435.484375 0 0 0
42 12 1 0 0 18879.494140625 17008.064453125 0 0 0
24 13 1 1 0 18881.453125 16112.9033203125 0 0 0
27 12 1 0 0 18924.55859375 11995.1611328125 0 0 0
23 12 1 1 0 19004.888671875 13427.4189453125 0 0 0
26 16 1 0 0 19004.888671875 16112.9033203125 0 0 0
27 12 1 1 0 19004.888671875 19693.548828125 0 0 0
37 12 1 1 0 19004.888671875 25959.677734375 0 0 0
37 12 1 0 0 19016.64453125 20893.064453125 0 0 0
26 12 1 0 1 19055.828125 0 0 0 1
23 12 1 0 0 19096.974609375 20683.59765625 0 0 0
26 13 1 0 0 19200.814453125 14680.64453125 0 0 0
27 16 1 0 0 19200.814453125 17688.38671875 0 0 0
27 12 0 0 0 19200.814453125 19514.515625 0 0 0
29 14 1 0 0 19200.814453125 21483.87109375 0 0 0
25 16 1 0 0 19200.814453125 22558.064453125 0 0 0
26 12 1 0 0 19263.51171875 13024.5966796875 0 0 0
22 14 1 0 0 19279.185546875 17616.7734375 0 0 0
28 12 1 0 0 19298.77734375 0 0 0 1
46 12 1 0 0 19394.78125 19201.2109375 0 0 0
33 17 0 0 0 19396.740234375 0 0 0 1
23 12 1 0 0 19396.740234375 12532.2578125 0 0 0
23 12 1 0 0 19396.740234375 12532.2578125 0 0 0
23 13 1 0 0 19396.740234375 17903.2265625 0 0 0
26 16 1 0 0 19396.740234375 25780.64453125 0 0 0
24 16 0 1 0 19494.705078125 15217.7421875 0 0 0
37 12 1 1 0 19586.7890625 12030.9677734375 0 0 0
50 16 0 0 0 19592.66796875 0 0 0 1
26 13 1 0 0 19592.66796875 0 0 0 1
21 12 0 1 0 19592.66796875 716.129028320312 0 0 0
25 12 1 1 0 19592.66796875 5370.9677734375 0 0 0
24 13 1 1 0 19592.66796875 11637.0966796875 0 0 0
24 12 0 1 0 19592.66796875 11995.1611328125 0 0 0
32 14 1 1 0 19592.66796875 12335.3232421875 0 0 0
27 16 1 0 0 19592.66796875 12532.2578125 0 0 0
21 12 1 0 1 19592.66796875 12532.2578125 0 0 0
24 16 1 0 0 19592.66796875 12890.3232421875 0 0 0
45 14 1 0 0 19592.66796875 13606.4521484375 0 0 0
38 12 1 0 0 19592.66796875 13964.515625 0 0 0
27 15 1 0 0 19592.66796875 14859.6767578125 0 0 0
20 12 1 1 0 19592.66796875 16709.080078125 0 0 0
23 12 1 1 0 19592.66796875 17008.064453125 0 0 0
33 12 1 0 0 19592.66796875 17008.064453125 0 0 0
24 13 1 0 0 19592.66796875 17187.09765625 0 0 0
44 12 1 0 0 19592.66796875 17187.09765625 0 0 0
34 12 1 1 0 19592.66796875 17366.12890625 0 0 0
23 12 1 1 0 19592.66796875 17366.12890625 0 0 0
27 12 1 1 0 19592.66796875 17724.193359375 0 0 0
25 16 1 0 0 19592.66796875 17903.2265625 0 0 0
22 12 1 0 0 19592.66796875 17903.2265625 0 0 0
24 16 0 0 0 19592.66796875 17903.2265625 0 0 0
23 12 1 0 0 19592.66796875 17903.2265625 0 0 0
31 16 1 0 0 19592.66796875 17903.2265625 0 0 0
23 12 1 1 0 19592.66796875 17903.2265625 0 0 0
27 12 1 0 0 19592.66796875 18082.2578125 0 0 0
20 12 1 1 0 19592.66796875 18619.35546875 0 0 0
20 12 1 0 0 19592.66796875 18798.38671875 0 0 0
52 15 1 0 0 19592.66796875 18798.38671875 0 0 0
33 16 1 0 0 19592.66796875 19335.484375 0 0 0
40 12 1 0 0 19592.66796875 19335.484375 0 0 0
31 12 1 1 0 19592.66796875 19466.177734375 0 0 0
35 12 1 0 0 19592.66796875 19693.548828125 0 0 0
33 12 0 0 0 19592.66796875 19693.548828125 0 0 0
22 12 1 0 0 19592.66796875 19693.548828125 0 0 0
29 16 1 1 0 19592.66796875 20588.7109375 0 0 0
26 12 1 0 0 19592.66796875 21125.806640625 0 0 0
23 12 1 0 0 19592.66796875 21215.322265625 0 0 0
30 12 1 0 0 19592.66796875 21483.87109375 0 0 0
43 12 1 0 0 19592.66796875 21483.87109375 0 0 0
43 12 1 0 0 19592.66796875 21483.87109375 0 0 0
31 12 1 0 0 19592.66796875 21483.87109375 0 0 0
23 12 1 0 0 19592.66796875 21483.87109375 0 0 0
23 13 1 0 0 19592.66796875 21483.87109375 0 0 0
28 16 1 0 0 19592.66796875 21483.87109375 0 0 0
30 12 1 0 0 19592.66796875 21483.87109375 0 0 0
53 12 1 1 0 19592.66796875 21483.87109375 0 0 0
32 12 1 0 0 19592.66796875 21483.87109375 0 0 0
43 12 1 0 0 19592.66796875 21739.88671875 0 0 0
43 12 1 0 0 19592.66796875 21739.88671875 0 0 0
37 17 0 0 0 19592.66796875 23005.64453125 0 0 0
23 12 1 1 0 19592.66796875 23274.193359375 0 0 0
28 12 1 1 0 19592.66796875 24169.35546875 0 0 0
27 14 0 1 0 19592.66796875 25064.515625 0 0 0
46 12 0 0 0 19592.66796875 25064.515625 0 0 0
30 12 1 1 0 19592.66796875 26854.83984375 0 0 0
35 17 1 0 0 19592.66796875 44758.06640625 0 0 0
26 15 1 0 0 19596.587890625 19335.484375 0 0 0
25 12 1 0 0 19641.650390625 8736.7744140625 0 0 0
24 12 1 0 0 19706.3046875 6624.193359375 0 0 0
22 14 1 0 0 19727.857421875 20141.12890625 0 0 0
27 13 1 0 0 19735.6953125 20051.61328125 0 0 0
36 12 1 1 0 19749.408203125 25064.515625 0 0 0
35 13 1 0 0 19788.595703125 21269.03125 0 0 0
34 12 1 1 0 19788.595703125 23274.193359375 0 0 0
28 14 1 0 0 19984.521484375 12532.2578125 0 0 0
18 12 1 0 0 19984.521484375 23274.193359375 0 0 0
21 12 1 0 0 20068.76953125 21215.322265625 0 0 0
28 16 1 1 0 20082.484375 19335.484375 0 0 0
24 14 1 0 0 20141.263671875 0 0 0 1
30 12 1 0 0 20180.447265625 15754.8388671875 0 0 0
42 12 1 0 0 20180.447265625 17455.64453125 0 0 0
24 12 1 0 0 20180.447265625 19693.548828125 0 0 0
40 12 1 0 0 20180.447265625 19693.548828125 0 0 0
25 17 1 0 0 20180.447265625 21036.2890625 0 0 0
27 17 1 0 0 20180.447265625 21578.7578125 0 0 0
24 16 1 0 0 20200.041015625 17903.2265625 0 0 0
25 16 0 1 0 20233.34765625 19335.484375 0 0 0
53 16 1 0 0 20343.06640625 20112.484375 0 0 0
28 12 1 0 0 20376.375 17903.2265625 0 0 0
20 12 1 0 0 20376.375 18655.16015625 0 0 0
26 12 1 0 0 20376.375 20946.7734375 0 0 0
33 12 1 0 0 20503.7265625 21483.87109375 0 0 0
24 14 0 0 0 20572.30078125 11637.0966796875 0 0 0
38 12 0 1 0 20572.30078125 14322.5810546875 0 0 0
27 12 1 0 0 20572.30078125 17545.16015625 0 0 0
27 16 1 0 0 20572.30078125 18619.35546875 0 0 0
31 13 1 0 0 20572.30078125 18798.38671875 0 0 0
26 15 1 0 0 20572.30078125 18798.38671875 0 0 0
28 16 1 0 0 20572.30078125 18798.38671875 0 0 0
26 17 1 0 0 20572.30078125 18977.419921875 0 0 0
52 12 1 0 0 20572.30078125 18977.419921875 0 0 0
25 12 1 0 0 20572.30078125 20588.7109375 0 0 0
24 12 1 0 0 20572.30078125 20767.7421875 0 0 0
41 12 1 0 0 20572.30078125 21483.87109375 0 0 0
40 12 1 0 0 20572.30078125 24772.693359375 0 0 0
40 12 1 0 0 20572.30078125 24772.693359375 0 0 0
32 13 1 0 0 20572.30078125 25064.515625 0 0 0
24 12 1 1 0 20572.30078125 25959.677734375 0 0 0
46 12 1 1 0 20572.30078125 32225.806640625 0 0 0
31 13 1 0 0 20572.30078125 33658.06640625 0 0 0
25 15 0 0 0 20738.83984375 21483.87109375 0 0 0
29 12 1 0 0 20768.228515625 0 0 0 1
25 14 0 0 0 20768.228515625 14322.5810546875 0 0 0
42 16 1 0 0 20768.228515625 19693.548828125 0 0 0
24 12 1 0 0 20768.228515625 23274.193359375 0 0 0
25 14 1 1 0 20768.228515625 23274.193359375 0 0 0
44 12 1 0 0 20895.580078125 12174.1943359375 0 0 0
27 12 0 0 0 20964.154296875 18440.322265625 0 0 0
28 14 1 0 0 20964.154296875 20588.7109375 0 0 0
33 16 1 0 0 20964.154296875 21483.87109375 0 0 0
25 16 1 0 0 20964.154296875 24706.451171875 0 0 0
26 12 1 1 0 21116.978515625 22379.03125 0 0 0
39 12 1 0 0 21138.529296875 20366.7109375 0 0 0
31 14 1 0 0 21140.48828125 20141.12890625 0 0 0
31 14 1 0 0 21140.48828125 20141.12890625 0 0 0
23 13 1 1 0 21160.080078125 17903.2265625 0 0 0
42 12 1 0 0 21160.080078125 21483.87109375 0 0 0
36 14 1 0 0 21160.080078125 23460.38671875 0 0 0
26 12 1 0 0 21160.080078125 24169.35546875 0 0 0
46 17 0 0 0 21258.044921875 24094.16015625 0 0 0
31 12 1 0 0 21356.0078125 15038.7099609375 0 0 0
27 12 1 1 0 21356.0078125 20588.7109375 0 0 0
25 12 1 0 1 21512.748046875 26586.2890625 0 0 0
42 16 1 0 0 21551.935546875 0 0 0 1
28 12 1 0 0 21551.935546875 8366.177734375 0 0 0
28 12 1 0 0 21551.935546875 10562.9033203125 0 0 0
27 13 1 0 0 21551.935546875 14322.5810546875 0 0 0
35 12 1 1 0 21551.935546875 14322.5810546875 0 0 0
35 12 1 1 0 21551.935546875 14322.5810546875 0 0 0
26 12 1 0 0 21551.935546875 15217.7421875 0 0 0
19 12 1 0 0 21551.935546875 15754.8388671875 0 0 0
29 12 1 0 0 21551.935546875 17008.064453125 0 0 0
34 12 1 1 0 21551.935546875 17903.2265625 0 0 0
28 16 1 0 0 21551.935546875 18619.35546875 0 0 0
31 16 1 0 0 21551.935546875 18798.38671875 0 0 0
37 15 0 1 0 21551.935546875 19210.16015625 0 0 0
40 12 1 0 0 21551.935546875 19693.548828125 0 0 0
37 12 1 0 0 21551.935546875 19693.548828125 0 0 0
48 12 1 0 0 21551.935546875 20230.64453125 0 0 0
43 12 1 0 0 21551.935546875 20588.7109375 0 0 0
26 16 1 0 0 21551.935546875 20588.7109375 0 0 0
29 12 1 0 0 21551.935546875 20588.7109375 0 0 0
27 12 1 0 0 21551.935546875 21120.435546875 0 0 0
22 14 1 0 0 21551.935546875 21483.87109375 0 0 0
23 12 1 0 0 21551.935546875 21483.87109375 0 0 0
21 12 1 0 0 21551.935546875 21483.87109375 0 0 0
36 12 1 0 0 21551.935546875 21483.87109375 0 0 0
26 16 1 0 0 21551.935546875 21483.87109375 0 0 0
33 12 1 0 0 21551.935546875 21483.87109375 0 0 0
37 12 1 0 0 21551.935546875 22379.03125 0 0 0
29 16 0 0 0 21551.935546875 22737.09765625 0 0 0
25 14 1 0 0 21551.935546875 22916.12890625 0 0 0
27 16 1 0 0 21551.935546875 23274.193359375 0 0 0
41 17 1 0 0 21551.935546875 23274.193359375 0 0 0
29 16 1 0 0 21551.935546875 23274.193359375 0 0 0
34 14 1 0 0 21551.935546875 23274.193359375 0 0 0
45 12 1 0 0 21551.935546875 23632.2578125 0 0 0
41 12 1 1 0 21551.935546875 24885.484375 0 0 0
35 13 1 1 0 21551.935546875 25959.677734375 0 0 0
23 12 1 0 0 21551.935546875 25959.677734375 0 0 0
43 17 0 0 0 21551.935546875 25959.677734375 0 0 0
21 12 1 0 0 21551.935546875 26138.7109375 0 0 0
22 12 1 0 0 21551.935546875 26765.322265625 0 0 0
25 17 1 0 0 21551.935546875 31151.61328125 0 0 0
23 16 1 0 0 21551.935546875 35806.453125 0 0 0
28 14 1 0 0 21649.8984375 26854.83984375 0 0 0
44 13 1 0 0 21679.287109375 21918.919921875 0 0 0
23 12 0 0 0 21747.861328125 11413.3056640625 0 0 0
39 14 1 0 0 21747.861328125 21841.935546875 0 0 0
23 12 1 0 0 21865.41796875 21483.87109375 0 0 0
24 14 1 1 0 21869.3359375 26353.548828125 0 0 0
24 13 1 0 1 21922.236328125 24742.2578125 0 0 0
51 12 1 0 0 21943.787109375 19156.451171875 0 0 0
34 12 1 0 0 21943.787109375 20409.677734375 0 0 0
27 12 1 0 0 21943.787109375 20588.7109375 0 0 0
